feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
-3.858535,-2.321686,-0.170957,-0.560470,5.935583,-0.146262,4.429443,-5.492769,-2.303541,-0.984638,-0.355851,1.623478,4.816611,8.846558,-3.958661,-3.357991,-1.179713,0.205750,2.367358,0.781392,-0.089626,-3.002020,0.552029,-7.133764,0.054012,3.039387,2.594432,2.686883,-2.925308,-1.800191,15.786149
-3.794496,-3.372631,0.327768,-3.602593,2.038672,4.424010,6.605182,-0.337378,-2.776130,-0.743302,1.539100,0.282678,8.139656,4.095286,-12.929971,-0.880232,-0.880251,0.264041,0.625486,1.691456,3.252797,-7.547444,-2.463614,5.478366,0.926018,1.391743,2.651415,4.504588,-5.773638,-3.490569,14.679549
-2.733270,-2.905580,-0.446518,1.923625,1.235795,0.355760,2.611970,0.244858,-2.153099,-1.192284,-3.135944,1.932449,-0.127790,6.151100,-3.733765,-4.617309,-1.207399,-0.964491,2.501944,3.696307,4.707283,-2.005161,-5.568343,0.809666,0.101971,0.204747,-0.124104,2.345121,-3.484575,2.119758,6.652705
-3.396811,-1.481813,-2.003762,0.946929,3.151390,3.641825,1.625935,-7.171772,-2.277656,-1.983635,-0.139308,1.523579,6.050465,0.730724,0.960897,-1.869948,-1.386384,-1.283066,1.247397,5.587015,-0.301529,-7.289541,-3.995408,0.358101,-0.649685,0.750048,2.280937,5.231437,-8.480754,-0.435202,4.892477
-3.252468,-2.929020,-1.488993,-0.985611,1.947678,-0.773094,6.009145,-3.460164,-2.766123,-0.990959,-0.536490,4.302895,4.360600,4.794619,-4.542889,-4.885993,-2.043335,0.498884,0.596621,2.905589,4.203382,-6.267984,-0.570069,3.874313,-0.742882,0.016631,3.773792,3.410759,-3.181679,-0.405554,15.902805
-2.774222,-1.405169,-1.164601,4.016380,-4.648081,3.434090,6.229438,0.072205,-2.359749,-3.792431,0.793945,5.797507,2.180547,6.262628,-5.668325,0.080276,-2.255230,1.006975,1.763286,1.188861,0.163690,-2.149556,1.766718,-0.458582,0.134626,3.616752,2.178488,4.712236,-2.140934,-0.206703,-5.817741
-3.180004,-3.263195,-1.214558,3.931164,4.863725,1.217620,0.503005,-2.554521,-2.844353,-0.483262,0.918721,0.488137,8.596239,0.260141,-3.800156,-3.211091,-1.486490,0.974099,-0.418684,3.228050,4.621910,-2.517008,-8.608784,0.539211,-0.297216,1.134765,2.278819,6.190183,-2.373653,2.170623,6.091568
-3.728748,-2.641756,-0.813192,2.112686,-0.053906,3.923497,3.738159,1.581740,-2.260277,-2.057340,-1.455483,0.539222,1.952879,1.851414,-4.735661,-2.958300,-1.074125,-2.119960,0.399926,1.359393,2.260981,-5.679163,-0.118798,-1.502390,-0.054464,1.605066,3.080392,5.097378,-3.992835,-4.850370,0.935963
-3.603830,-1.239773,-1.704263,-0.840992,-0.489967,2.701519,10.420348,-1.570460,-3.551079,-1.564191,-0.373850,1.192499,-0.238259,3.239359,-1.355165,-2.920599,-1.590984,-1.565494,1.131372,1.020884,2.535450,1.174330,-2.938431,-1.637700,0.949057,1.961015,4.015946,7.119038,-6.249687,-7.242947,5.847198
-4.052030,-2.244128,-4.248003,-0.344458,2.577554,4.138603,6.673249,-2.490916,-2.049740,0.331075,1.114314,3.626128,2.271338,0.424571,-6.602263,-3.866665,-0.940459,0.260100,-0.421052,1.170169,3.058584,-5.889754,-3.175158,-6.118521,-0.114490,0.219833,1.980670,4.861134,-6.082679,-3.365642,2.878705
-3.805185,-3.753469,0.384686,2.852345,-1.352669,6.188511,1.426095,-9.346647,-2.036483,-0.673468,-0.377846,0.103721,1.094939,4.153815,0.925053,-1.016866,-0.378800,-0.430747,2.621924,0.953981,5.100602,-4.236233,-1.988839,-0.555953,1.005087,1.300719,2.670659,6.150889,-3.430843,-6.395763,8.096978
-4.341551,-4.268042,-0.704044,-0.830306,3.953304,3.542376,3.421993,0.321907,-1.941765,-3.291776,0.650811,1.054383,4.374901,5.703223,-7.994467,-8.870885,-0.875174,-2.702013,1.300780,1.089065,4.997350,-5.480340,-3.606462,-3.167560,0.674049,1.876233,1.960727,4.403320,-1.755170,-3.646643,15.404446
-3.533869,-1.932794,-1.839950,2.895835,7.031946,3.745671,7.261729,-5.852365,-2.190734,-0.200049,-1.157250,-0.234188,2.348033,5.063707,2.415566,-8.775226,-2.297308,-1.622513,2.607064,0.749441,6.777471,-2.418864,-5.638110,4.942945,0.826871,2.394004,1.754665,8.356947,-3.457927,-0.539913,13.844065
-3.847063,-1.395964,-2.422175,-0.306896,4.089540,6.019566,3.888339,-2.424947,-2.003906,-2.627207,-1.188563,2.138053,5.520445,6.373434,-4.200318,-6.702066,-0.883647,0.839198,2.183247,6.851341,8.473975,-8.992270,-1.858900,-3.487489,-0.458660,-0.300562,5.186450,5.962496,-4.137042,-3.506390,3.637622
-4.045633,-2.267573,-1.705329,-2.976950,1.540060,3.798706,4.040331,-4.018648,-2.527504,0.366032,-0.483094,2.983004,5.235745,5.870461,-9.703825,-4.767940,-0.853478,-1.093214,1.241116,3.442075,7.971074,-1.856557,-7.160180,-2.753343,0.712853,2.215360,2.108099,0.721703,-3.020327,-3.622317,6.336609
-3.658858,-1.149041,-1.790912,0.166217,-1.783209,3.918556,0.651651,-4.586403,-2.161412,0.067246,-1.319845,0.358998,0.661838,4.224265,-7.402959,2.853685,-2.106004,-0.142729,0.336616,3.128370,3.030581,-4.988928,-5.249635,-1.167681,-0.808767,1.926461,2.865587,4.051669,-6.363435,-3.597822,-2.763005
-3.298032,-2.252932,-1.417750,-2.434594,1.158811,1.471298,-1.257016,-3.434101,-2.315964,-2.801125,-1.331332,-0.796785,0.667254,5.117129,-5.971339,3.594344,-1.192598,-0.110911,4.031776,-0.087655,2.086874,-3.166816,0.204365,-1.824801,-0.331536,0.883048,4.437021,1.041061,-3.611567,-5.856690,6.940599
-4.690705,-2.771367,-1.211269,-0.576820,2.409442,-0.867979,6.612756,-3.397195,-2.593624,-1.173135,0.942206,0.884176,-0.791359,4.269735,0.614375,-2.991779,-2.439594,0.138231,-0.540744,-0.230560,4.559296,-8.076012,-6.233570,1.439533,-0.330759,2.303867,0.840382,1.760850,-4.431284,-6.020619,13.373933
-4.032984,-0.898525,-3.673112,1.156523,-0.493613,4.022423,0.204606,-7.242480,-1.872121,-1.252789,-1.504525,1.098507,-1.133546,3.729405,0.079962,-7.173957,-0.794217,0.577983,3.061788,3.401941,4.327125,-11.005577,-11.283308,2.044145,-0.157431,0.974115,0.747414,6.470764,-2.099818,-1.782862,-5.387622
-3.027089,-2.402763,-2.309139,-0.356535,3.310635,3.864256,-2.363922,-4.821533,-2.034803,-1.182542,0.587902,-3.385436,5.788719,4.427495,-4.160054,-6.543287,-0.331274,-0.254678,0.929094,0.796938,5.129516,-0.299078,-4.424317,-4.920531,-0.105738,0.317707,4.878037,5.096538,-4.653805,-3.255099,5.970266
-4.320647,-1.175084,-0.889435,0.839179,0.065847,8.552081,5.256423,-6.486029,-2.667085,-1.260031,-1.932960,2.176138,-0.967832,3.312172,2.131920,-1.542826,-1.700426,-1.430294,-0.182346,3.456551,3.302038,-2.479624,-1.307907,-5.026042,-0.097248,0.498329,1.532593,5.901923,2.191479,-0.192513,-0.942622
-3.635815,-2.786414,-3.177054,3.103187,2.559023,6.048759,0.378391,1.686804,-2.622361,-1.604667,-0.601544,4.526627,3.748004,-1.128615,0.766856,-5.281163,-1.327146,-0.149995,4.074486,-0.451936,6.894876,-10.081961,0.630757,4.088549,-0.387800,-0.517737,2.055179,3.809050,-3.965296,-1.656837,-1.732168
-4.099829,-3.963843,-2.387598,-3.694744,0.423321,2.382768,3.892036,-4.522925,-2.790857,-0.924100,0.814246,1.954420,1.440182,4.460058,-2.821020,-0.949649,-1.178761,0.177095,2.137629,3.100849,-0.865079,-2.419946,1.082886,-1.740100,0.573030,1.690151,0.981525,0.862911,-6.489241,-2.355203,8.678185
-3.636258,-3.234327,-1.095622,-2.852475,2.767927,2.061502,2.350366,-2.004612,-2.556675,-0.733854,-0.236733,1.274637,2.533374,5.330366,-3.092178,-1.692134,-1.142378,1.527847,0.319302,1.000357,3.044673,-1.526872,-1.618985,1.404730,-0.163318,1.387470,5.824501,5.528409,-4.824773,-2.294219,14.822275
-3.800767,-2.078442,-1.215698,-1.840264,1.442287,-2.845147,2.042080,-7.013131,-2.514990,-0.054973,1.089216,-1.204128,4.295179,3.915267,-9.267745,-6.812925,-1.332593,-0.401157,1.515611,1.674648,2.354846,-10.341664,-0.609315,-2.811006,0.054086,0.929446,1.379061,0.884565,-2.023969,-2.610357,13.175350
-4.132918,-2.579765,-0.696474,-2.891602,-2.354050,4.992709,7.800109,-3.633427,-2.213832,-0.631867,0.744013,1.390505,0.604557,5.409107,3.284149,-4.547089,-1.582035,1.319342,-1.359178,2.557023,3.424585,2.602281,-6.398845,0.647824,0.058812,0.071763,3.933816,3.896842,-3.932357,-3.196857,7.746162
-3.810951,-3.111313,0.209154,0.268509,3.094962,2.942859,3.823179,-1.626857,-2.928987,-0.781502,-0.456308,1.244737,2.418523,6.514812,-2.750848,-3.144172,-1.301861,-0.956254,5.036989,3.990668,6.404457,-0.491810,-2.734270,-2.004722,0.248173,1.800026,0.573966,3.804333,-2.957006,-0.245486,9.952450
-4.233219,-3.311497,-3.694415,-1.814938,3.443704,-2.737728,5.804934,-1.692419,-3.177459,0.054975,0.755756,1.544979,-1.979457,9.562256,-4.556626,-5.934781,-0.938268,-0.876234,0.359131,2.694549,-0.048423,0.231688,-5.095321,0.179017,-0.014331,1.180189,3.511180,5.168139,-3.594150,1.216939,10.213089
-2.973410,-0.571155,-1.721485,1.597661,1.946603,0.333002,5.356069,-6.834458,-2.620011,0.319063,-1.726189,3.510199,3.786120,6.330869,3.185438,-0.351366,-1.681736,1.681714,-0.746468,2.365198,8.507103,-5.369878,-3.524353,0.535201,-0.186435,1.091302,2.383147,3.303706,-8.610099,-2.440803,8.957275
-3.478635,-2.604753,-2.605790,-1.787482,6.267305,8.168043,3.684908,-2.681620,-2.485028,-1.447427,1.803577,0.417330,5.118976,5.676329,1.823984,5.568345,-0.514724,-0.612862,-0.159366,2.893455,3.468954,-4.647554,-3.560948,0.453140,0.009274,2.140243,3.220895,3.089863,-3.500305,-1.973159,7.337181
-3.749915,-3.309803,-1.666392,-0.331882,0.685273,5.312608,2.309149,-8.064108,-2.580856,-1.788137,-0.234358,-0.698872,0.398215,5.004710,-2.869249,-1.319656,-1.205729,-0.856894,0.382272,2.391267,4.980314,-2.361091,-2.037116,-5.913119,0.150968,1.900310,3.718478,4.457860,-2.908672,-2.011813,6.539607
-4.939451,-1.403560,1.353694,2.137205,3.065736,0.506634,2.967550,-6.219862,-2.069750,-2.028278,-1.225911,0.342334,2.654660,1.329166,-5.874939,-3.359840,-0.980603,-1.908488,-0.083533,1.510314,6.626782,-5.690047,2.069469,2.886387,0.752639,0.281326,1.302296,3.692124,-1.665086,1.342135,7.336770
-2.914330,-1.574575,-0.936611,-3.791452,-0.837843,5.724734,5.377671,-3.158689,-3.343410,-0.980665,2.312890,0.614904,3.421648,2.477424,-5.514706,-6.667776,-1.043710,-1.616991,0.334751,0.934028,5.202313,-0.741693,-7.326553,-1.893492,0.374257,-0.086865,0.623354,3.528867,-3.560251,-4.305617,12.323971
-3.129666,-1.771419,-0.538561,-0.585477,0.093117,2.205433,8.507642,-7.530308,-1.954137,0.411591,-3.375864,2.048837,4.496167,2.459649,0.690716,-0.261362,-0.461618,-1.207835,2.661151,3.754890,4.785410,0.538707,-1.567480,-8.586342,0.416616,0.986706,2.471808,4.914129,-4.784075,1.675384,12.756437
-2.523117,-0.788005,-1.703922,0.910488,1.652656,6.560600,5.017448,-7.014715,-3.176816,-0.969473,0.460799,-0.679990,0.178728,3.015719,-7.689852,1.154495,-2.200373,1.490111,1.086026,3.346782,6.260249,-4.445084,-5.958247,-8.210031,-0.138688,0.109064,2.490320,5.838258,-1.061994,-10.182193,5.699027
-2.768251,-2.379789,-0.964837,2.568841,-2.241880,3.990743,4.740231,-2.576899,-2.800272,-0.748349,1.020039,2.290880,2.118436,8.996996,-3.246112,-7.251726,-1.059062,0.625068,-0.037714,2.666268,5.469682,-5.330578,0.737631,0.260556,-0.088688,2.588027,1.800425,3.687214,-6.967544,-4.323842,1.280659
-4.293909,-2.855728,-0.245362,0.801995,-1.250951,5.431989,3.680061,-3.087821,-2.130457,-0.092358,0.514589,4.173570,1.239013,5.660228,-4.803172,-4.662373,-1.144349,-0.206149,0.524527,4.615298,4.326798,-6.276984,3.328288,-1.750187,0.408291,1.827138,3.613397,7.589274,-4.568611,-1.207197,1.019183
-2.900529,-2.071242,-1.324834,1.680110,-4.149695,4.092375,-0.573962,4.224491,-3.240867,-0.604762,2.207095,2.319755,2.949942,2.580272,-1.997979,0.589640,-1.354794,0.237523,1.379768,5.026119,5.976167,-6.439734,-4.504886,-4.088985,-0.247425,0.065445,1.078738,4.673987,-6.508526,-2.943776,-8.190622
-4.396156,-4.205944,-2.559360,-1.571060,0.332985,7.285593,7.791088,-4.592744,-2.127267,-0.162083,0.683379,2.364920,3.635496,0.779863,-3.345832,-0.567002,-1.479725,1.376901,3.142263,1.113915,1.416296,-5.265908,0.098645,0.428224,0.464289,0.699060,1.901967,6.740362,-4.043005,-0.980002,5.355719
-4.416630,-4.652492,-1.732484,-0.753908,1.791935,4.296553,6.029869,-5.119018,-2.046618,-0.541559,0.720203,-1.455202,4.968436,5.226402,1.729789,-5.008103,-1.211194,0.785693,4.477791,1.564634,2.327962,-4.073403,0.787782,4.409404,-0.663636,0.673376,3.154115,4.928792,-6.592260,1.022640,15.008615
-3.937264,-1.905760,-2.614645,-0.643481,-2.281842,3.958433,0.927110,-4.276008,-2.652467,-1.834162,1.406229,-1.536232,4.680758,1.489592,-6.395214,-5.158481,-1.447694,-0.016241,2.250221,-0.175135,4.854543,-3.931224,0.273393,-2.044251,0.285698,1.691069,2.164906,3.053212,-6.362232,-5.465958,3.351940
-4.569598,-3.672722,-1.218420,3.208607,-0.708731,4.720881,-3.074250,-2.853383,-2.323940,-0.703834,1.804514,2.447413,1.770451,3.348842,-5.754264,-4.892554,-2.731669,-0.883298,0.205072,2.516411,6.565140,-3.385197,-7.834958,-3.673501,0.059912,0.402491,2.532788,3.333841,-8.197307,-1.888600,-2.566378
-3.637565,-1.595215,-1.267295,0.406294,1.377889,0.211031,3.049974,-1.498044,-2.394774,-0.779535,-0.308708,0.252842,3.236593,4.669155,-1.822329,-1.611643,-1.077245,-0.130674,-1.135986,-1.202319,1.506211,-2.765550,0.356972,-2.923606,-0.082864,0.767172,4.526075,1.936611,-2.460541,-0.419594,5.100455
-4.308810,-3.323797,1.307518,-0.756158,-2.698831,-0.657939,4.287190,-4.078744,-2.233217,1.196772,1.757716,3.638715,-0.703309,4.149819,-2.905396,-3.910237,-1.219052,0.455998,1.321494,2.416091,1.332118,-4.360380,-2.641199,-3.307754,0.389603,0.834091,0.365873,4.989241,-7.971915,-2.750308,7.775663
-3.690952,-3.531608,-0.373092,0.861931,2.606656,0.026790,2.039995,-7.230160,-2.244794,-0.762493,-0.214904,3.633010,0.788183,5.139907,-8.530269,-3.280047,-1.214210,-0.582490,3.075432,7.268779,2.948602,-5.056155,2.288941,-0.834220,0.829626,1.881470,1.666418,1.414648,-5.403513,-2.921154,7.662727
-3.547691,-2.623298,-0.095681,-2.377786,2.753073,1.261138,6.417118,-5.360875,-3.025512,-0.785246,-1.377224,0.196914,2.065107,3.788391,-0.052239,-1.242032,-0.509637,-0.467756,2.424686,1.562649,6.442333,-3.977583,-2.127749,2.152292,0.435545,1.739693,4.006991,0.744863,-1.590339,-4.791651,16.049262
-4.376903,-2.770881,0.326344,1.857295,1.580424,1.677927,0.368598,-4.202157,-2.016903,-1.979077,-1.221060,5.119921,1.999727,-0.205923,-0.000091,-0.846189,-1.210197,0.647660,0.331984,7.917582,4.619129,-2.161230,0.996308,-3.683890,0.446461,3.374263,5.158411,5.280822,-2.575961,-1.219227,7.239300
-4.219728,-2.876397,-3.038258,-1.468365,1.769326,1.192497,0.768382,-0.737073,-3.701928,-1.124673,0.115689,3.546212,4.300091,2.971449,-0.544435,-4.682909,-1.404934,-0.894225,0.604196,3.324438,1.994605,-5.891096,-5.783524,8.004225,-0.318788,1.538272,1.744002,2.295513,-5.246410,0.677618,2.890796
-3.007514,-3.343896,-2.461599,-0.399263,3.108147,1.958640,6.136462,-6.484521,-2.675197,-1.201730,-0.086602,3.944732,0.749752,2.174886,-5.341988,-5.114294,-1.085979,-0.893006,1.855398,0.123873,1.730789,-3.372099,-4.079033,-5.292575,0.571643,-0.314605,4.498425,4.065475,-4.543181,-5.523090,12.886285
-3.966345,-2.247043,-0.729802,1.778472,-0.657430,6.090523,1.659365,-6.596103,-2.803619,-3.020925,0.075351,0.858011,0.027256,3.059939,-0.210336,-1.295924,-1.022376,-1.183081,-0.132851,4.881238,6.189562,-1.319222,-1.085867,-6.817747,0.287205,-0.628352,2.912891,1.700583,-1.117175,3.119261,5.071621
-2.944424,-2.323236,1.399935,0.520394,2.855469,8.466875,0.919106,-1.631152,-2.366686,-2.030874,1.154740,1.375545,2.262197,2.521036,-4.262998,-3.967235,-0.226738,-0.244559,3.454863,-0.616162,7.168005,-3.080946,-2.203497,-5.336248,0.700115,2.499746,-0.026816,5.573237,-6.902660,-1.106611,6.901155
-3.802300,-1.963469,-0.528818,3.340788,-1.371660,-1.618368,2.957340,-2.646445,-2.774322,-0.374848,1.652700,-0.058599,3.665779,2.380528,-3.448666,-6.382787,-0.822068,-1.004071,-0.915684,2.101123,4.843386,-0.868064,0.822692,-1.102220,0.775878,2.564426,3.422376,4.562088,-8.409365,-2.928323,4.885306
-3.797364,-1.305465,-0.026801,-2.788704,0.116966,4.958005,3.410181,-7.542257,-2.737603,-1.167693,-1.009130,2.746640,1.159559,-2.134948,-8.224331,-0.493493,-1.658440,-2.000423,0.086451,3.144253,0.297707,-2.100785,-11.235733,1.422346,-1.041630,2.675020,0.980642,4.487572,-3.535808,-4.873142,7.731067
-3.490519,-2.235857,-1.010666,1.250594,0.865311,0.518202,8.611736,0.852461,-2.230658,-1.453976,0.746554,1.962722,0.564459,0.716455,5.710259,-9.298615,-2.409845,0.357421,-0.040964,3.681478,3.873474,-1.575532,-1.871928,0.820755,-0.213755,1.622674,1.488204,1.269732,-8.378852,0.837124,12.187021
-3.510928,-4.337336,-1.306190,-1.498630,2.903054,2.428886,8.289674,-2.693233,-1.794049,-1.535331,1.887687,0.235138,3.261011,5.175239,-5.641664,-1.677922,-1.463398,-0.879367,0.869595,0.240261,4.588856,0.525214,1.531277,-1.848245,0.464392,1.154290,4.179582,2.152593,-7.110439,-3.715524,19.855161
-3.111726,-2.508127,0.211167,-2.075590,2.097861,1.497959,4.596062,-1.918825,-2.138666,-1.576727,0.789396,0.157172,5.038233,6.221122,-8.169356,-7.649824,-2.253316,-1.625100,1.194549,2.772567,1.400890,-4.529156,-6.090024,10.131711,-0.185971,1.074539,3.766069,5.123308,-1.961821,-1.820657,17.140071
-4.434214,-1.385847,1.738434,3.244461,2.428948,-0.516143,3.086701,1.165180,-2.585168,-2.489142,-0.003256,1.347963,3.000259,3.308475,-3.497598,-7.217112,-1.650832,-1.414607,1.511580,1.787034,6.275993,-6.345177,-5.032350,-2.801383,-0.117496,2.605754,3.019276,2.608254,-2.808609,-3.847214,7.980741
-4.294885,-2.827672,-0.962512,0.285397,-0.526770,1.232445,-1.664582,1.984140,-3.188371,-1.025267,0.692572,2.936776,0.443037,0.731054,-3.404690,-5.173091,-0.583246,-0.274540,2.112698,3.170605,6.419870,-1.937377,1.330392,-2.207871,0.443517,-0.451070,1.706808,3.541407,-7.675983,-0.491402,0.636447
-3.074756,-1.504748,-1.892316,0.762204,0.236784,4.644670,7.413150,-3.178870,-2.516769,-1.038035,-0.445036,4.777247,3.878675,3.602454,-1.088419,0.648192,-1.281383,1.036977,-1.913847,2.025346,1.234091,3.204978,2.494920,-4.123143,0.149307,1.865865,3.578302,-0.004751,-3.755506,-5.888566,6.497890
-3.470063,-2.146488,0.339915,-3.207642,1.111045,-0.422220,6.814192,-2.818898,-2.952797,-1.894040,2.272648,3.606244,2.762372,5.099705,-9.470571,-1.864455,-1.213724,-1.030292,2.095313,4.642919,6.368441,-3.403194,-2.895871,-2.429764,-0.074717,-0.421519,2.802376,4.716451,-4.156345,-2.919863,17.067513
-3.911424,-2.691568,0.408736,0.861554,-0.204231,6.049957,-2.810651,-5.165906,-2.258068,-1.837358,-0.403540,-1.468337,2.859037,6.161610,-4.919164,1.018070,-0.710029,-1.961141,2.031932,-0.992267,4.266365,-2.871692,-3.244523,-0.777628,-0.355968,1.534121,0.061686,3.065862,-1.507963,-3.641865,1.630853
-3.961552,-3.679349,1.308844,-0.229207,3.210172,3.785124,2.207259,-9.731387,-2.804340,-2.564597,-1.860297,2.459664,5.522038,3.145226,-1.855207,2.881843,-0.809166,0.173312,2.718201,1.178788,4.606859,-1.646721,-4.769779,0.472487,-0.085073,-0.123804,3.790240,4.027533,-1.595159,-3.945115,16.135373
-3.782719,-0.625484,-0.451913,3.007207,-0.938718,-1.158243,2.077720,-5.253283,-2.468156,-1.067184,2.245213,-0.626420,3.162997,9.653460,-1.562000,-2.088335,-1.102063,1.444468,-0.892483,1.628674,6.703672,-3.597068,-4.280806,4.075415,-0.155279,1.283243,0.299388,5.738274,-3.910130,-7.452797,0.396364
-3.767726,-2.053738,-1.420696,1.325122,1.077650,0.241948,3.209119,-6.646797,-2.535112,-0.682866,-2.660369,-0.086877,6.016349,3.462673,-3.129369,-2.744875,-1.215964,-0.789544,1.658432,2.007514,6.133716,-1.646620,-3.033968,4.441845,-0.467965,0.850202,4.030764,3.845000,-4.059820,-3.932915,7.627010
-5.032424,-4.407361,-2.180637,2.774532,0.191627,0.427283,1.795488,-0.997014,-1.461602,-0.013512,-0.174103,1.470633,2.392597,4.225780,-0.716965,-0.350869,-2.109118,-0.958510,-0.012721,5.476793,6.910995,-2.184866,-0.411295,-2.754257,-0.136085,0.283702,4.255231,1.398064,-6.008008,-3.093109,2.166363
-2.908006,-1.717021,-0.758019,-2.618056,0.504473,-0.576461,2.037554,-3.426963,-2.429525,-1.229076,-2.764489,3.243433,4.761416,7.228321,-2.198832,-4.080255,-1.301344,0.929530,-1.057175,4.498552,3.626500,2.746390,-4.031081,3.410358,0.463827,1.587891,0.408743,6.907878,-1.590818,-6.077065,11.772977
-3.316401,-3.077084,0.363697,2.102002,1.583871,1.906199,8.805932,-6.212984,-1.752061,-1.203620,-0.822634,0.671767,0.703335,6.313183,-1.397565,5.309988,-0.772821,-1.766306,0.890616,0.843456,0.542722,-3.503763,0.077589,-0.606201,0.297490,1.225678,3.432752,6.704751,-2.870804,0.970560,13.931625
-3.659747,-2.087161,-3.610835,-0.348726,0.224511,7.778160,0.524431,0.760010,-3.746880,-2.647224,-1.481841,-1.531443,2.877577,2.114045,-2.753295,-4.443407,-1.554242,0.076212,1.895847,5.634902,4.494945,-4.964375,-0.003124,-3.690504,0.017727,2.545778,3.354604,5.887135,-5.564053,-3.199720,-6.442851
-3.619930,-3.091210,-1.544501,3.606334,1.088701,1.549364,3.380061,-12.192173,-2.336032,-1.105835,0.167309,1.543597,1.868320,4.356516,-0.743836,-5.107271,-1.616016,-1.365415,4.315231,-0.276903,4.613282,-3.522018,-1.631844,-6.687911,0.278531,1.068257,1.205724,2.228466,-8.199090,-3.037539,9.090806
-4.162837,-3.720037,-3.745781,-3.017354,3.697808,2.648094,3.375170,-3.840191,-1.778815,-2.548074,-1.512541,3.695261,1.021443,4.154302,-5.708965,-1.761484,-1.527258,0.564608,0.865840,1.373931,0.782586,-2.333468,0.200683,2.860847,0.136556,1.174591,3.865657,4.655502,-5.460038,-0.504665,7.837937
-3.340719,-1.817399,-3.056209,-1.271764,-3.394238,6.349212,0.430331,4.349916,-2.516642,-0.271985,-0.541602,0.507731,2.637565,4.621101,0.555572,0.160964,-1.512603,1.963480,0.381007,2.108988,-0.231599,1.849078,0.676264,-1.582363,0.339776,0.450136,1.247071,2.698791,-4.813639,-2.933699,-9.758280
-4.081227,-2.874100,-0.495343,0.855446,1.859938,4.680562,3.812355,0.540420,-2.616824,-2.737946,0.228237,-2.140637,1.904824,2.950509,-2.636131,-2.025267,-1.268335,-0.439487,1.334606,4.281598,5.961470,1.112894,2.880822,-1.399211,0.300760,1.884089,2.683996,1.605704,-3.633242,-5.907328,6.144683
-4.596224,-2.652917,-3.272782,-1.078547,-1.341385,-0.739829,5.134421,-2.243904,-2.248553,-0.137087,-1.638934,0.787777,6.994865,10.400951,-6.823905,-7.514060,-1.415047,-1.088438,2.070680,3.417816,1.209050,-4.426967,0.682029,-4.336767,0.895437,2.147842,2.736231,4.784850,-3.197765,-2.497692,2.381002
-4.286732,-4.802318,-3.810350,-1.062662,5.110314,1.724852,3.172193,-2.697174,-2.460334,-1.254491,0.092474,1.997159,3.278660,1.468240,-2.180035,-1.131206,-1.421278,0.385142,2.064907,4.039817,5.777458,-2.808132,1.068935,-0.338768,-0.625479,0.518117,2.776818,5.786867,-4.365456,-1.211436,11.287863
-3.642390,-3.070754,-1.244159,-0.383755,-1.607847,3.113899,-0.254132,-7.753795,-2.385513,-0.013084,-0.106166,3.353737,-2.919855,2.742233,-4.969319,-1.052892,-0.236139,1.036423,1.089251,0.976097,-0.290719,-3.293142,-1.063759,2.060333,0.286153,-0.837538,2.274580,6.353814,-1.190959,-0.768363,3.765707
-4.042627,-1.136144,-2.544069,0.617301,2.641720,3.366155,5.782268,-3.922585,-3.585778,-1.164079,-0.595659,-3.877069,-0.073058,1.608106,-1.610996,-2.545487,-2.243142,-0.078394,2.368335,1.057567,4.505696,-7.247566,-1.339504,-3.945692,-0.053926,1.241765,1.662115,4.458544,-5.666198,-0.284202,4.634923
-3.474463,-2.269011,1.416130,-1.744559,2.962052,0.288422,4.914673,1.722571,-2.143826,-1.864549,-0.751616,-0.245577,-0.599467,-1.420218,3.614467,-0.407009,-1.479916,0.459296,-0.168115,0.083941,4.354589,-8.028738,1.632206,-3.839365,-0.420784,1.237803,4.286151,2.822747,-6.494035,-3.186756,11.796404
-3.232111,-1.836860,-0.679726,1.175515,2.390772,3.520810,0.849841,-8.354048,-2.210780,-1.380900,1.399444,0.900759,0.610406,4.045315,-8.880625,-2.579171,-0.127263,-1.100266,0.608530,0.434071,6.533715,-5.002100,-2.573059,0.243979,-0.635575,-0.067965,-0.117662,4.949333,-6.215253,-3.220149,8.086475
-3.978021,-3.031756,-2.562266,0.356792,1.945094,0.868632,7.453832,-11.215980,-2.252238,-1.164997,0.011763,-0.376964,1.170314,6.019327,-4.507804,-3.958431,-1.283290,0.046951,2.465730,-0.120766,4.654044,-2.341567,2.534631,-4.729043,0.364858,2.888597,-2.350733,5.459177,-0.990860,-4.368406,16.022445
-4.267409,-3.235959,1.426797,2.496066,0.782587,2.495400,7.416118,-8.767127,-2.715557,-1.380472,-0.940723,1.711534,5.547548,2.310732,-9.171673,-8.484413,-1.405714,0.097678,2.560912,4.284486,0.290741,-2.781818,-0.082961,0.393426,0.313813,1.424033,4.003516,0.708142,-0.280494,-0.592877,16.862814
-4.977641,-2.543960,-1.952986,0.983568,-0.459676,3.992860,10.721522,2.102856,-3.384332,-0.280457,1.255183,0.823544,1.598463,7.023419,-1.827510,-1.532691,-1.804697,-0.778338,0.451871,2.931543,4.107322,3.012785,-7.408060,2.376175,-0.184182,0.583419,3.117420,3.601335,-2.540038,-1.330296,4.831506
